MyModel(
  (feature_extracter): DataParallel(
    (module): Sequential(
      (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (1): ReLU(inplace=True)
      (2): Conv2d(64, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (3): ReLU(inplace=True)
      (4): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
      (5): Conv2d(64, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (6): ReLU(inplace=True)
      (7): Conv2d(128, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (8): ReLU(inplace=True)
      (9): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
      (10): Conv2d(128, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (11): ReLU(inplace=True)
      (12): Conv2d(256, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (13): ReLU(inplace=True)
      (14): Conv2d(256, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (15): ReLU(inplace=True)
      (16): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
      (17): Conv2d(256, 512, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (18): ReLU(inplace=True)
      (19): Conv2d(512, 512, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (20): ReLU(inplace=True)
      (21): Conv2d(512, 512, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (22): ReLU(inplace=True)
    )
  )
  (down_channels): Sequential(
    (0): Conv2d(512, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (1): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): ReLU(inplace=True)
    (3): Conv2d(256, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (4): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (5): ReLU(inplace=True)
    (6): Conv2d(128, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (7): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (8): ReLU(inplace=True)
  )
  (output_layer): Conv2d(64, 1, kernel_size=(1, 1), stride=(1, 1))
)
/home/junya/.pyenv/versions/3.6.7/lib/python3.6/site-packages/torch/optim/lr_scheduler.py:123: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
  "https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate", UserWarning)
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Epoch: [1][1/225]	Time 5.551 (5.551)	Data 3.129 (3.129)	Loss 0.1763 (0.1763)	
Epoch: [1][2/225]	Time 0.047 (2.799)	Data 0.001 (1.565)	Loss 0.1450 (0.1606)	
Epoch: [1][3/225]	Time 0.048 (1.882)	Data 0.002 (1.044)	Loss 0.1511 (0.1575)	
Epoch: [1][4/225]	Time 0.048 (1.423)	Data 0.002 (0.783)	Loss 0.1400 (0.1531)	
Epoch: [1][5/225]	Time 0.050 (1.149)	Data 0.007 (0.628)	Loss 0.2097 (0.1644)	
Epoch: [1][6/225]	Time 0.042 (0.964)	Data 0.001 (0.524)	Loss 0.1366 (0.1598)	
Epoch: [1][7/225]	Time 0.044 (0.833)	Data 0.002 (0.449)	Loss 0.1334 (0.1560)	
Epoch: [1][8/225]	Time 0.042 (0.734)	Data 0.002 (0.393)	Loss 0.1121 (0.1505)	
Epoch: [1][9/225]	Time 2.245 (0.902)	Data 2.204 (0.594)	Loss 0.1128 (0.1463)	
Epoch: [1][10/225]	Time 0.169 (0.829)	Data 0.130 (0.548)	Loss 0.1156 (0.1433)	
Epoch: [1][11/225]	Time 1.077 (0.851)	Data 1.033 (0.592)	Loss 0.1146 (0.1407)	
Epoch: [1][12/225]	Time 1.019 (0.865)	Data 0.976 (0.624)	Loss 0.1472 (0.1412)	
Epoch: [1][13/225]	Time 0.684 (0.851)	Data 0.639 (0.625)	Loss 0.1182 (0.1394)	
Epoch: [1][14/225]	Time 0.050 (0.794)	Data 0.002 (0.581)	Loss 0.1413 (0.1396)	
Epoch: [1][15/225]	Time 0.997 (0.808)	Data 0.954 (0.606)	Loss 0.1163 (0.1380)	
Epoch: [1][16/225]	Time 0.046 (0.760)	Data 0.002 (0.568)	Loss 0.1017 (0.1357)	
Epoch: [1][17/225]	Time 1.006 (0.774)	Data 0.963 (0.591)	Loss 0.1174 (0.1347)	
Epoch: [1][18/225]	Time 0.044 (0.734)	Data 0.002 (0.558)	Loss 0.1082 (0.1332)	
Epoch: [1][19/225]	Time 2.050 (0.803)	Data 2.008 (0.635)	Loss 0.1123 (0.1321)	
Epoch: [1][20/225]	Time 0.155 (0.771)	Data 0.112 (0.609)	Loss 0.1068 (0.1308)	
Epoch: [1][21/225]	Time 0.085 (0.738)	Data 0.042 (0.582)	Loss 0.1025 (0.1295)	
Epoch: [1][22/225]	Time 0.051 (0.707)	Data 0.004 (0.555)	Loss 0.0993 (0.1281)	
Epoch: [1][23/225]	Time 1.062 (0.722)	Data 1.018 (0.575)	Loss 0.1841 (0.1306)	
Epoch: [1][24/225]	Time 2.061 (0.778)	Data 2.019 (0.636)	Loss 0.1025 (0.1294)	
Epoch: [1][25/225]	Time 0.046 (0.749)	Data 0.002 (0.610)	Loss 0.0930 (0.1279)	
Epoch: [1][26/225]	Time 0.046 (0.722)	Data 0.004 (0.587)	Loss 0.1071 (0.1271)	
Epoch: [1][27/225]	Time 1.882 (0.765)	Data 1.839 (0.633)	Loss 0.0951 (0.1259)	
Epoch: [1][28/225]	Time 1.385 (0.787)	Data 1.344 (0.659)	Loss 0.0861 (0.1245)	
Epoch: [1][29/225]	Time 0.043 (0.761)	Data 0.002 (0.636)	Loss 0.1208 (0.1244)	
Epoch: [1][30/225]	Time 0.818 (0.763)	Data 0.777 (0.641)	Loss 0.0928 (0.1233)	
Epoch: [1][31/225]	Time 0.722 (0.762)	Data 0.683 (0.642)	Loss 0.0969 (0.1225)	
Epoch: [1][32/225]	Time 0.569 (0.756)	Data 0.528 (0.638)	Loss 0.1146 (0.1222)	
Epoch: [1][33/225]	Time 0.043 (0.734)	Data 0.002 (0.619)	Loss 0.0851 (0.1211)	
Epoch: [1][34/225]	Time 1.849 (0.767)	Data 1.808 (0.654)	Loss 0.0902 (0.1202)	
Epoch: [1][35/225]	Time 0.582 (0.762)	Data 0.541 (0.651)	Loss 0.0886 (0.1193)	
Epoch: [1][36/225]	Time 0.700 (0.760)	Data 0.657 (0.651)	Loss 0.1132 (0.1191)	
Epoch: [1][37/225]	Time 0.042 (0.741)	Data 0.002 (0.633)	Loss 0.0839 (0.1182)	
Epoch: [1][38/225]	Time 0.873 (0.744)	Data 0.831 (0.639)	Loss 0.0872 (0.1174)	
Epoch: [1][39/225]	Time 1.665 (0.768)	Data 1.621 (0.664)	Loss 0.0809 (0.1164)	
Epoch: [1][40/225]	Time 0.046 (0.750)	Data 0.002 (0.647)	Loss 0.0833 (0.1156)	
Epoch: [1][41/225]	Time 0.043 (0.732)	Data 0.002 (0.632)	Loss 0.0898 (0.1150)	
Epoch: [1][42/225]	Time 1.337 (0.747)	Data 1.296 (0.647)	Loss 0.0870 (0.1143)	
Epoch: [1][43/225]	Time 1.807 (0.771)	Data 1.766 (0.673)	Loss 0.0874 (0.1137)	
Epoch: [1][44/225]	Time 0.046 (0.755)	Data 0.002 (0.658)	Loss 0.0805 (0.1129)	
Epoch: [1][45/225]	Time 0.044 (0.739)	Data 0.002 (0.644)	Loss 0.0864 (0.1123)	
Epoch: [1][46/225]	Time 0.047 (0.724)	Data 0.002 (0.630)	Loss 0.0698 (0.1114)	
Epoch: [1][47/225]	Time 1.620 (0.743)	Data 1.581 (0.650)	Loss 0.0793 (0.1107)	
Epoch: [1][48/225]	Time 0.137 (0.731)	Data 0.099 (0.638)	Loss 0.0795 (0.1101)	
